,Unnamed: 0,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity,keywords,latitude,longitude,longtitude
1980,4081, Im waiting for my flight on American Airlines Wish me luck,,Sun Jun 30 21:43:56 +0000 2019,,0.0,0.38799999999999996,0.612,0.6908,"['waiting', 'american', 'wish', 'luck']",waiting american wish luck,0.0,0.0, delay,,,0.0
1981,4084, Once again AMAZING customer service United Airlines  Between the agents on the ground at Dulles and who ,,Sat Jul 06 20:55:52 +0000 2019,"Roanoke, VA",0.0,0.32799999999999996,0.672,0.8091,"['amazing', 'customer', 'service', 'agent', 'ground', 'dulles']",amazing customer service agent ground dulles,0.6000000000000001,0.9, staff,37.2738215,-79.9602021478478,0.0
1982,4085, TRAVELING TICKETS at cheap rate to any place IN MEXICO AMERICACHICAGOCANADA AND OTHER COUNTRIES NEARBY ,,Sun Jul 07 22:23:48 +0000 2019,"Ohio, USA",0.0,0.0,1.0,0.0,"['traveling', 'ticket', 'cheap', 'rate', 'place', 'mexico', 'americachicagocanada', 'country', 'nearby']",traveling ticket cheap rate place mexico americachicagocanada country nearby,0.4,0.7, ticketing_billing,40.2253569,-82.6881395,0.0
1983,4086, Thanks for the insight Its still quite convinent that every time I fly your airlines I have delays vs other lines going the same ,,Fri Jun 21 23:08:56 +0000 2019,,0.0,0.121,0.879,0.4404,"['thanks', 'insight', 'still', 'quite', 'convinent', 'every', 'time', 'fly', 'delay', 'v', 'line', 'going']",thanks insight still quite convinent every time fly delay v line going,0.5,0.55, compliment delay,,,0.0
1984,4088, There is one agent at this entire airport and he is servicing multiple flights across multiple airlines and ,,Sat Jul 06 22:21:47 +0000 2019,,0.0,0.0,1.0,0.0,"['one', 'agent', 'entire', 'airport', 'servicing', 'multiple', 'flight', 'across', 'multiple']",one agent entire airport servicing multiple flight across multiple,0.0,0.20833333333333331, staff,,,0.0
1985,4093, United airlines staff refused to help me  check in my bag resulting in me being stuck in Florida another d ,,Sat Jun 22 22:08:49 +0000 2019,Burnside,0.17,0.223,0.607,0.3182,"['staff', 'refused', 'help', 'check', 'bag', 'resulting', 'stuck', 'florida', 'another']",staff refused help check bag resulting stuck florida another,0.0,0.0, staff delay baggage,-34.944479,138.647265806457,0.0
1986,4095, When consumers choose tickets based on hundreds of dollars of difference between airlines or flightsit ,,Thu Jul 04 21:03:18 +0000 2019,,0.0,0.0,1.0,0.0,"['consumer', 'choose', 'ticket', 'based', 'hundred', 'dollar', 'difference', 'flightsit']",consumer choose ticket based hundred dollar difference flightsit,0.0,0.0, ticketing_billing,,,0.0
1987,4098, airlines  you are playing games Reallly 4hour delay,,Thu Jun 27 05:57:26 +0000 2019,Chino CA,0.228,0.17800000000000002,0.594,-0.128,"['playing', 'game', 'reallly', 'hour', 'delay']",playing game reallly hour delay,-0.4,0.4, delay,34.0133561,-117.690075,0.0
1988,4100, airlines most frustrating day ever trying to purchase a ticket for a last minute need and absolutely no ans ,,Sat Jun 22 23:29:02 +0000 2019,,0.275,0.0,0.725,-0.6894,"['frustrating', 'day', 'ever', 'trying', 'purchase', 'ticket', 'last', 'minute', 'need', 'absolutely', 'an']",frustrating day ever trying purchase ticket last minute need absolutely an,-0.06666666666666668,0.6222222222222222, ticketing_billing,,,0.0
1989,4101, airlines really sucks right now Information on app is inconsistent with what we r being told Flight to Ba ,,Mon Jun 17 23:15:02 +0000 2019,,0.141,0.0,0.8590000000000001,-0.4201,"['really', 'suck', 'right', 'information', 'app', 'inconsistent', 'r', 'told', 'ba']",really suck right information app inconsistent r told ba,0.24285714285714285,0.3678571428571429, online,,,0.0
1990,4103, awful experience with united airlines They did not have enough room for our checked baggage on our flight ,,Sat Jul 06 23:20:10 +0000 2019,"Brisbane, Australia",0.138,0.128,0.7340000000000001,-0.0516,"['awful', 'experience', 'enough', 'room', 'checked', 'baggage']",awful experience enough room checked baggage,-0.5,0.75, baggage,-27.4689682,153.0234991,0.0
1991,4104, cancelled a flight to NY that cost me 800 and a lost job interview They reimbursed 200 and sent me the a ,,Fri Jun 28 20:34:55 +0000 2019,United States,0.20199999999999999,0.0,0.7979999999999999,-0.5106,"['cancelled', 'ny', 'cost', 'lost', 'job', 'interview', 'reimbursed', 'sent']",cancelled ny cost lost job interview reimbursed sent,0.0,0.0, cancellation,39.7837304,-100.4458825,0.0
1992,4105, fly all the time and usually pleased with United service but every time I fly to SGF its terribly delayed ,,Wed Jul 03 20:16:05 +0000 2019,"Chicago, IL",0.278,0.14800000000000002,0.575,-0.6597,"['fly', 'time', 'usually', 'pleased', 'service', 'every', 'time', 'fly', 'sgf', 'terribly', 'delayed']",fly time usually pleased service every time fly sgf terribly delayed,0.275,0.95, delay,41.8755616,-87.6244212,0.0
1993,4108, love flying United Your crew are great and Polaris makes it so relaxing You have failed to resolve proble ,,Thu Jun 27 05:46:38 +0000 2019,,0.09699999999999999,0.522,0.381,0.9384,"['love', 'flying', 'crew', 'great', 'polaris', 'make', 'relaxing', 'failed', 'resolve', 'proble']",love flying crew great polaris make relaxing failed resolve proble,0.26666666666666666,0.55, staff,,,0.0
1994,4109, now requires unaccompanied minors to sit in the back rows of economy  Most airlines allow kids to fly in c ,,Sun Jun 30 21:51:14 +0000 2019,San Francisco,0.0,0.10800000000000001,0.892,0.2911,"['requires', 'unaccompanied', 'minor', 'sit', 'back', 'row', 'economy', 'allow', 'kid', 'fly', 'c']",requires unaccompanied minor sit back row economy allow kid fly c,0.25,0.3666666666666667, loyalty_program,37.7792808,-122.4192363,0.0
1995,4111, seriously Lol Ive had these tickets for a month and you wait to tell us at check in that our flight has ,,Wed Jun 26 21:30:40 +0000 2019,Wyoming,0.07200000000000001,0.11900000000000001,0.809,0.2732,"['seriously', 'lol', 'ive', 'ticket', 'month', 'wait', 'tell', 'u', 'check']",seriously lol ive ticket month wait tell u check,0.8,0.7, delay ticketing_billing,43.1700264,-107.5685348,0.0
1996,4112, sitting next to a group on a school trip who just got delayed until 10pm to go to Houston This airline is ,,Thu Jun 20 22:00:20 +0000 2019,,0.091,0.0,0.909,-0.2263,"['sitting', 'next', 'group', 'school', 'trip', 'got', 'delayed', 'go', 'houston']",sitting next group school trip got delayed go houston,0.0,0.0, delay,,,0.0
1997,4114, thanks for explaining you program with regionalslooking forward to flying Silver Airlines love getting ,,Sat Jun 22 21:57:34 +0000 2019,,0.0,0.37200000000000005,0.628,0.7964,"['thanks', 'explaining', 'program', 'regionalslooking', 'forward', 'flying', 'silver', 'love', 'getting']",thanks explaining program regionalslooking forward flying silver love getting,0.35,0.4, compliment,,,0.0
1998,4115,  Most airlines make the kids wear their tix on the child in a Lanier  how does that happen ,,Mon Jul 01 22:04:33 +0000 2019,"Blacklick, oh",0.0,0.0,1.0,0.0,"['make', 'kid', 'wear', 'tix', 'child', 'lanier', 'happen']",make kid wear tix child lanier happen,0.0,0.0, ticketing_billing loyalty_program,39.9956195,-82.811286,0.0
1999,4120,A 14yearold boy from Raleigh North Carolina flying as an ,,Mon Jul 01 20:56:34 +0000 2019,"Lagos, Nigeria",0.0,0.0,1.0,0.0,"['yearold', 'boy', 'raleigh', 'north', 'carolina', 'flying']",yearold boy raleigh north carolina flying,0.0,0.0, loyalty_program,6.4550575,3.3941795,0.0
2000,4122,A  Airlines pilot stepped up to help a stranded college student by paying for her flight back to school afte ,,Mon Jun 17 21:15:39 +0000 2019,"Collinsport, Maine",0.0,0.13699999999999998,0.863,0.4019,"['pilot', 'stepped', 'help', 'stranded', 'college', 'student', 'paying', 'back', 'school', 'afte']",pilot stepped help stranded college student paying back school afte,0.0,0.0, staff,,,0.0
2001,4123,A  pilot paid for a stranded college students flight There are no words  via ,,Thu Jun 20 21:02:02 +0000 2019,"Dallas, TX",0.16699999999999998,0.0,0.833,-0.29600000000000004,"['pilot', 'paid', 'stranded', 'college', 'student', 'word', 'via']",pilot paid stranded college student word via,0.0,0.0, staff,32.7762719,-96.7968559,0.0
2002,4124,A North Carolina woman says United Airlines put her teenage son on the wrong international flight nearly sending h ,,Wed Jul 03 21:10:00 +0000 2019,"Asheville, NC",0.14800000000000002,0.134,0.718,-0.0772,"['north', 'carolina', 'woman', 'say', 'put', 'teenage', 'son', 'wrong', 'international', 'nearly', 'sending', 'h']",north carolina woman say put teenage son wrong international nearly sending h,-0.1,0.325, loyalty_program,35.6009498,-82.5540161,0.0
2003,4125,A United pilot paid for a stranded college students flight There are no words ,,Mon Jun 17 22:27:03 +0000 2019,"Salem, OR",0.147,0.187,0.667,0.1531,"['pilot', 'paid', 'stranded', 'college', 'student', 'word']",pilot paid stranded college student word,0.0,0.0, staff,44.9391565,-123.033121,0.0
2004,4128,A United pilot paid for a stranded college students flight There are no words  via ,,Mon Jun 17 23:48:28 +0000 2019,,0.138,0.175,0.688,0.1531,"['pilot', 'paid', 'stranded', 'college', 'student', 'word', 'via']",pilot paid stranded college student word via,0.0,0.0, staff,,,0.0
2005,4129,A mother is slamming United Airlines after the company put her unaccompanied child on a flight to the wrong country ,,Tue Jul 02 17:00:01 +0000 2019,"New York, NY",0.142,0.128,0.731,-0.0772,"['mother', 'slamming', 'company', 'put', 'unaccompanied', 'child', 'wrong', 'country']",mother slamming company put unaccompanied child wrong country,-0.5,0.9, loyalty_program,40.7127281,-74.0060152,0.0
2006,4130,A perfect storm of mistakes put Brenda Bergs 14yearold son on a flight to the wrong country  heres what happen ,,Mon Jul 01 19:21:49 +0000 2019,"Brooklyn, NY",0.23,0.152,0.617,-0.2263,"['perfect', 'storm', 'mistake', 'put', 'brenda', 'berg', 'yearold', 'son', 'wrong', 'country', 'here', 'happen']",perfect storm mistake put brenda berg yearold son wrong country here happen,0.25,0.95, loyalty_program,40.6501038,-73.9495823,0.0
2007,4133,AIRPO DELAYS  A United Airlines flight blew two tires during an unscheduled landing in Newark NJ Flight activi ,,Sat Jun 29 23:30:00 +0000 2019,"Jacksonville, Fla.",0.0,0.149,0.851,0.4215,"['airpo', 'delay', 'blew', 'two', 'tire', 'unscheduled', 'landing', 'newark', 'nj', 'activi']",airpo delay blew two tire unscheduled landing newark nj activi,0.0,0.0, delay,30.3110729,-81.6456503,0.0
2008,4136,Airline accidentally puts unaccompanied boy on wrong plane from US to Germany ,,Mon Jul 01 21:49:14 +0000 2019,"London, England",0.355,0.0,0.645,-0.6705,"['accidentally', 'put', 'unaccompanied', 'boy', 'wrong', 'plane', 'u', 'germany']",accidentally put unaccompanied boy wrong plane u germany,-0.5,0.9, loyalty_program,51.5073219,-0.1276474,0.0
2009,4137,Airline staff put boy 14 on flight to wrong country  va ,,Tue Jul 02 23:12:59 +0000 2019,México,0.237,0.0,0.763,-0.4767,"['staff', 'put', 'boy', 'wrong', 'country', 'va']",staff put boy wrong country va,-0.5,0.9, staff loyalty_program,19.4326009,-99.1333416,0.0
2010,4144,American Airlines trying to outdo United for worst service Bag delayed about 7 last night in Miami coming on next ,,Sat Jul 06 21:52:32 +0000 2019,"2 E. Blackwell St., Dover, NJ",0.242,0.113,0.645,-0.4939,"['american', 'trying', 'outdo', 'worst', 'service', 'bag', 'delayed', 'last', 'night', 'miami', 'coming', 'next']",american trying outdo worst service bag delayed last night miami coming next,-0.25,0.26666666666666666, delay baggage,40.884125,-74.558248,0.0
2011,4146,American United and Southwest Airlines Pilot Unions Just Got Pulled Into a Federal Criminal Probe of the Boeing 73 ,,Sun Jun 30 22:07:36 +0000 2019,NYC,0.153,0.126,0.721,-0.1531,"['american', 'southwest', 'pilot', 'union', 'got', 'pulled', 'federal', 'criminal', 'probe', 'boeing']",american southwest pilot union got pulled federal criminal probe boeing,-0.2,0.275, staff,40.7127281,-74.0060152,0.0
2012,4156,Apparently printing a boarding pass is to complicated for   Infant in lap fully paid and showing on back of ,,Mon Jul 01 22:20:33 +0000 2019,,0.0,0.0,1.0,0.0,"['apparently', 'printing', 'boarding', 'pas', 'complicated', 'infant', 'lap', 'fully', 'paid', 'showing', 'back']",apparently printing boarding pas complicated infant lap fully paid showing back,-0.15,0.45, loyalty_program,,,0.0
2013,4167,Aye this attendant with United airlines just handled the entire fuck outta this old white man being outrageous at ,,Wed Jul 03 20:47:46 +0000 2019,"Washington, DC",0.257,0.111,0.632,-0.5719,"['aye', 'attendant', 'handled', 'entire', 'fuck', 'outta', 'old', 'white', 'man', 'outrageous']",aye attendant handled entire fuck outta old white man outrageous,-0.18333333333333332,0.4708333333333334, staff,38.8950092,-77.0365625,0.0
2014,4171,Been stuck at the airport in Newark for over 4 hours and United Airlines has not offered anything but more delays ,,Sat Jul 06 23:25:21 +0000 2019,,0.07,0.08900000000000001,0.841,0.1027,"['stuck', 'airport', 'newark', 'hour', 'offered', 'anything', 'delay']",stuck airport newark hour offered anything delay,0.0,0.0, delay,,,0.0
2015,4172,Before the flight a passenger alerted the staff that she had found several ants scattered around her but the plan ,,Mon Jun 17 21:30:01 +0000 2019,"Morris County, New Jersey",0.0,0.0,1.0,0.0,"['passenger', 'alerted', 'staff', 'found', 'several', 'ant', 'scattered', 'around', 'plan']",passenger alerted staff found several ant scattered around plan,0.0,0.0, staff,40.8679538,-74.5601181,0.0
2016,4185,Bridgeport WV WDTV  United Airlines puts boy on wrong international flight  More Aviation news  ,,Tue Jul 02 23:29:03 +0000 2019,USA,0.17300000000000001,0.156,0.67,-0.0772,"['bridgeport', 'wv', 'wdtv', 'put', 'boy', 'wrong', 'international', 'aviation', 'news']",bridgeport wv wdtv put boy wrong international aviation news,-0.25,0.45, loyalty_program,39.7837304,-100.4458825,0.0
2017,4190,Cant wait to get stoned out of my mind and go through Helmut Jahns reincarnation tunnel in the United Airlines te ,,Tue Jun 25 21:52:48 +0000 2019,Free Cascadia,0.0,0.12300000000000001,0.877,0.4215,"['cant', 'wait', 'get', 'stoned', 'mind', 'go', 'helmut', 'jahns', 'reincarnation', 'tunnel', 'te']",cant wait get stoned mind go helmut jahns reincarnation tunnel te,0.0,0.0, delay,,,0.0
2018,4196,Celebrating 35 years of service with United Airlines Congrats Cathy Green Thank you for all that you do ,,Wed Jun 19 23:04:48 +0000 2019,"Chicago,IL",0.0,0.47,0.53,0.9081,"['celebrating', 'year', 'service', 'congrats', 'cathy', 'green', 'thank']",celebrating year service congrats cathy green thank,-0.2,0.3, compliment,41.8755616,-87.6244212,0.0
2019,4200,China United Airlines KN5971 CUA5971 from YNT to FSZ B737800 B5665 Baotou Dream Build Livevy  delayed ,,Thu Jun 27 07:36:50 +0000 2019,JPN,0.096,0.244,0.66,0.4404,"['china', 'kn', 'cua', 'ynt', 'fsz', 'b', 'b', 'baotou', 'dream', 'build', 'livevy', 'delayed']",china kn cua ynt fsz b b baotou dream build livevy delayed,0.0,0.0, delay,6.47314365,2.61560641979072,0.0
2020,4202,Congratulations to  airlines Today is my 7th flight of the year on United and all 7 have been late A per ,,Mon Jun 17 23:13:05 +0000 2019,,0.0,0.28300000000000003,0.7170000000000001,0.7717,"['congratulation', 'today', 'th', 'year', 'late', 'per']",congratulation today th year late per,-0.3,0.6, delay,,,0.0
2021,4205,Day of Frustrations a delay becomes a cancellation and instead of being close to landing in Los Angeles now we ,,Sat Jul 06 21:41:31 +0000 2019,Warwickshire,0.249,0.0,0.7509999999999999,-0.6486,"['day', 'frustration', 'delay', 'becomes', 'cancellation', 'instead', 'close', 'landing', 'los', 'angeles']",day frustration delay becomes cancellation instead close landing los angeles,0.0,0.0, delay cancellation,52.333333,-1.583333,0.0
2022,4206,Dear united Airlines Thanks for TotalBaggage Failure,,Thu Jul 04 19:01:56 +0000 2019,"Nashville, TN",0.226,0.568,0.205,0.6124,"['dear', 'thanks', 'totalbaggage', 'failure']",dear thanks totalbaggage failure,-0.05833333333333335,0.25, compliment,36.1622296,-86.7743531,0.0
2023,4211,Donald Trump cancelled Iran strikes with planes in the air ,,Sat Jun 22 19:19:52 +0000 2019,,0.36,0.0,0.64,-0.5423,"['donald', 'trump', 'cancelled', 'iran', 'strike', 'plane', 'air']",donald trump cancelled iran strike plane air,0.0,0.0, cancellation,,,0.0
2024,4212,Donald Trump cancelled Iran strikes with planes in the air  via gtgt  ,,Fri Jun 21 23:05:24 +0000 2019,"working, at home",0.31,0.0,0.69,-0.5423,"['donald', 'trump', 'cancelled', 'iran', 'strike', 'plane', 'air', 'via', 'gtgt']",donald trump cancelled iran strike plane air via gtgt,0.0,0.0, cancellation,,,0.0
2025,4213,Dr Samuel V Alexander Customer Service Manager United Airlines OHare Chicago Illinois 60666 C ,,Tue Jun 18 23:31:15 +0000 2019,,0.0,0.203,0.797,0.4215,"['dr', 'samuel', 'v', 'alexander', 'customer', 'service', 'manager', 'ohare', 'chicago', 'illinois', 'c']",dr samuel v alexander customer service manager ohare chicago illinois c,0.0,0.0, staff,,,0.0
2026,4225,FUNFACT Prior to forming the motherdaughter real estate team Kathy was a Captain at United Airlines and Sarah had ,,Sat Jul 06 19:22:36 +0000 2019,"Phuket, Thailand",0.0,0.141,0.8590000000000001,0.4215,"['funfact', 'prior', 'forming', 'motherdaughter', 'real', 'estate', 'team', 'kathy', 'captain', 'sarah']",funfact prior forming motherdaughter real estate team kathy captain sarah,0.1,0.15000000000000002, staff,7.9366015,98.3529292,0.0
2027,4228,Find Cheap Air Tickets at United Airlines Customer Service Phone Number  via ,,Tue Jun 25 22:37:16 +0000 2019,"California, USA",0.0,0.29100000000000004,0.7090000000000001,0.4767,"['find', 'cheap', 'air', 'ticket', 'customer', 'service', 'phone', 'number', 'via']",find cheap air ticket customer service phone number via,0.4,0.7, staff ticketing_billing,36.7014631,-118.7559974,0.0
2028,4230,Flight delayed 50 minutes on tarmac no water service hot plane United Airlines Newark to SFO,,Sat Jul 06 21:45:45 +0000 2019,,0.20600000000000002,0.141,0.653,-0.0772,"['delayed', 'minute', 'tarmac', 'water', 'service', 'hot', 'plane', 'newark', 'sfo']",delayed minute tarmac water service hot plane newark sfo,0.25,0.8500000000000001, delay,,,0.0
2029,4231,Flight scheduled for 335 now delayed till 445 because of Gate Availability  Yet here we are at an EMPTY gate F1 ,,Wed Jul 03 21:30:08 +0000 2019,,0.18899999999999997,0.0,0.8109999999999999,-0.5319,"['scheduled', 'delayed', 'till', 'gate', 'availability', 'yet', 'empty', 'gate', 'f']",scheduled delayed till gate availability yet empty gate f,-0.1,0.5, delay,,,0.0
2030,4233,Flying United in August Check your reservation for new 737 Max cancellations  The airline has removed the Max 9 fr ,,Thu Jun 27 07:02:08 +0000 2019,"Arizona City, AZ",0.0,0.135,0.865,0.4215,"['flying', 'august', 'check', 'reservation', 'new', 'max', 'cancellation', 'removed', 'max', 'fr']",flying august check reservation new max cancellation removed max fr,0.13636363636363635,0.4545454545454545, cancellation,32.7484,-111.675905148537,0.0
2031,4234,Flying United in August Check your reservation for new 737 Max cancellations  USA TODAY ,,Thu Jun 27 08:42:21 +0000 2019,Romania,0.0,0.177,0.823,0.4215,"['flying', 'august', 'check', 'reservation', 'new', 'max', 'cancellation', 'usa', 'today']",flying august check reservation new max cancellation usa today,0.13636363636363635,0.4545454545454545, cancellation,45.9852129,24.6859225,0.0
2032,4235,Flying United in August Check your reservation for new 737 Max cancellations  usa ,,Thu Jun 27 05:12:16 +0000 2019,USA,0.0,0.18899999999999997,0.8109999999999999,0.4215,"['flying', 'august', 'check', 'reservation', 'new', 'max', 'cancellation', 'usa']",flying august check reservation new max cancellation usa,0.13636363636363635,0.4545454545454545, cancellation,39.7837304,-100.4458825,0.0
2033,4236,Flying United in August Check your reservation for new 737 Max cancellations  ,,Wed Jun 26 23:43:53 +0000 2019,"Devon, UK and Around the World",0.0,0.203,0.797,0.4215,"['flying', 'august', 'check', 'reservation', 'new', 'max', 'cancellation']",flying august check reservation new max cancellation,0.13636363636363635,0.4545454545454545, cancellation,,,0.0
2034,4237,Flying United in August Check your reservation for new 737 Max cancellations  Aviation ,,Thu Jun 27 09:00:30 +0000 2019,Worldwide,0.0,0.18899999999999997,0.8109999999999999,0.4215,"['flying', 'august', 'check', 'reservation', 'new', 'max', 'cancellation', 'aviation']",flying august check reservation new max cancellation aviation,0.13636363636363635,0.4545454545454545, cancellation,53.45733965,-2.22695880505223,0.0
2035,4239,For United Airlines connections you can take the shuttle bus operated by UA located at Gate 28 15 min without need ,,Mon Jul 01 21:08:26 +0000 2019,"Newark, NJ",0.0,0.12300000000000001,0.877,0.4215,"['connection', 'take', 'shuttle', 'bus', 'operated', 'located', 'gate', 'min', 'without', 'need']",connection take shuttle bus operated located gate min without need,0.0,0.0, connection,40.735657,-74.1723667,0.0
2036,4250,Get the Best Deals on Domestic Flight Tickets  International Flight Tickets Deals available on top popular airlines ,,Wed Jun 19 21:22:43 +0000 2019,Abuja Nigeria,0.0,0.386,0.614,0.8316,"['get', 'best', 'deal', 'domestic', 'ticket', 'international', 'ticket', 'deal', 'available', 'top', 'popular']",get best deal domestic ticket international ticket deal available top popular,0.4166666666666667,0.3666666666666667, ticketing_billing,9.0643305,7.4892974,0.0
2037,4251,GlazersOut is trending  Get the best deals  Domestic Flight Tickets  International Flight Tickets Deals available ,,Wed Jun 19 21:18:38 +0000 2019,Abuja Nigeria,0.0,0.231,0.769,0.6369,"['glazersout', 'trending', 'get', 'best', 'deal', 'domestic', 'ticket', 'international', 'ticket', 'deal', 'available']",glazersout trending get best deal domestic ticket international ticket deal available,0.35,0.2, ticketing_billing,9.0643305,7.4892974,0.0
2038,4255,GuamHong Kong flights cancellation by United Airlines  As it has been announced by United Airlines it is going to ,,Sun Jun 30 22:19:25 +0000 2019,,0.0,0.248,0.752,0.6808,"['guamhong', 'kong', 'flight', 'cancellation', 'announced', 'going']",guamhong kong flight cancellation announced going,0.0,0.0, cancellation,,,0.0
2039,4261,Happy that united airlines delayed my flight by 3 hours and land in Chicago at 1am and have to be to work at 6am mi ,,Fri Jun 21 23:24:16 +0000 2019,,0.065,0.221,0.7140000000000001,0.6808,"['happy', 'delayed', 'hour', 'land', 'chicago', 'work', 'mi']",happy delayed hour land chicago work mi,0.8,1.0, delay,,,0.0
2040,4270,Here is a United Airlines Captain DEN to Jackson Hole spending time talking with his passengers That is one thin ,,Fri Jun 21 22:49:09 +0000 2019,"Carson City, Nevada",0.0,0.135,0.865,0.4215,"['captain', 'den', 'jackson', 'hole', 'spending', 'time', 'talking', 'passenger', 'one', 'thin']",captain den jackson hole spending time talking passenger one thin,-0.4,0.8500000000000001, staff,39.163876,-119.7670929,0.0
2041,4275,Hour delay and counting Typical united YUL to EWR I think the reason why I keep taking this flight is to see i ,,Mon Jul 01 23:08:47 +0000 2019,"Staten Island, New York",0.1,0.121,0.779,0.128,"['hour', 'delay', 'counting', 'typical', 'yul', 'ewr', 'think', 'reason', 'keep', 'taking', 'see']",hour delay counting typical yul ewr think reason keep taking see,-0.16666666666666666,0.5, delay,40.5834557,-74.1496048,0.0
2042,4276,I already boycott United Airlines But since I lost status with  they often make me check my bag even t ,,Sun Jun 23 21:50:24 +0000 2019,"West Los Angeles, Los Angeles",0.22399999999999998,0.09300000000000001,0.6829999999999999,-0.4019,"['already', 'boycott', 'since', 'lost', 'status', 'often', 'make', 'check', 'bag', 'even']",already boycott since lost status often make check bag even,0.0,0.0, baggage,34.0463986,-118.448135,0.0
2043,4279,I bought my tickets to NJ flying Alaska Airlines I know I will be treated with respect and have no fear of being b ,,Sun Jun 23 21:23:03 +0000 2019,"Washington, USA",0.212,0.122,0.667,-0.3182,"['bought', 'ticket', 'nj', 'flying', 'alaska', 'know', 'treated', 'respect', 'fear', 'b']",bought ticket nj flying alaska know treated respect fear b,0.0,0.0, ticketing_billing,38.8950092,-77.0365625,0.0
2044,4281,I dont know why I ever fly  So far delayed over 3 hours because they cant get their shit together and sc ,,Fri Jun 28 21:41:37 +0000 2019,Atlanta,0.099,0.132,0.769,0.1891,"['dont', 'know', 'ever', 'fly', 'far', 'delayed', 'hour', 'cant', 'get', 'shit', 'together', 'sc']",dont know ever fly far delayed hour cant get shit together sc,0.2333333333333333,0.9, delay,33.7490987,-84.3901849,0.0
2045,4286,I hate united airlines We are delayed literally all the time and given no information Ridiculous,,Tue Jul 02 22:47:16 +0000 2019,,0.446,0.121,0.433,-0.7579,"['hate', 'delayed', 'literally', 'time', 'given', 'information', 'ridiculous']",hate delayed literally time given information ridiculous,-0.5666666666666667,0.95, delay,,,0.0
2046,4288,I know delays happen when flying but my last two United Airlines flights have been delayed Both in the last week,,Wed Jun 26 22:06:44 +0000 2019,,0.098,0.154,0.748,0.3291,"['know', 'delay', 'happen', 'flying', 'last', 'two', 'flight', 'delayed', 'last', 'week']",know delay happen flying last two flight delayed last week,0.0,0.06666666666666668, delay,,,0.0
2047,4293,I need to make this go viral until the United Airlines compensate me for removing my 7 year old grandchild from a p ,,Mon Jun 24 23:48:02 +0000 2019,,0.0,0.135,0.865,0.4215,"['need', 'make', 'go', 'viral', 'compensate', 'removing', 'year', 'old', 'grandchild', 'p']",need make go viral compensate removing year old grandchild p,0.1,0.2, loyalty_program,,,0.0
2048,4295,I said it b4 and I will say it again if airlines gave  back to customers for late time there would be a better ,,Fri Jun 21 23:33:05 +0000 2019,"Staten Island, New York",0.0,0.127,0.873,0.4404,"['said', 'b', 'say', 'gave', 'back', 'customer', 'late', 'time', 'would', 'better']",said b say gave back customer late time would better,0.06666666666666668,0.3666666666666667, delay,40.5834557,-74.1496048,0.0
2049,4297,I still havent gotten to see Far From Home yet cause Ive been stuck in airports for two straight days now on the ,,Thu Jul 04 19:30:04 +0000 2019,,0.084,0.079,0.8370000000000001,-0.0258,"['still', 'havent', 'gotten', 'see', 'far', 'home', 'yet', 'cause', 'ive', 'stuck', 'airport', 'two', 'straight', 'day']",still havent gotten see far home yet cause ive stuck airport two straight day,0.15000000000000002,0.7, delay,,,0.0
2050,4300,Im at  Airlines Ticket Counter in Baltimore MD ,,Sun Jun 23 21:55:53 +0000 2019,"Baltimore, MD",0.0,0.0,1.0,0.0,"['ticket', 'counter', 'baltimore', 'md']",ticket counter baltimore md,0.0,0.0, ticketing_billing,39.2908816,-76.610759,0.0
2051,4307,Im thinking this might cause a longer delay for my flight I think I have to live at the airport now  United Airl ,,Mon Jun 17 23:11:22 +0000 2019,Mile High City,0.1,0.121,0.779,0.128,"['thinking', 'might', 'cause', 'longer', 'delay', 'think', 'live', 'airport', 'airl']",thinking might cause longer delay think live airport airl,0.13636363636363635,0.5, delay,47.5895647,-121.4240367,0.0
2052,4312,If youre late for a flight the airlines fine you If they miss your flight tough shit Typical  My mom i ,,Thu Jun 20 22:50:58 +0000 2019,,0.285,0.077,0.638,-0.5994,"['youre', 'late', 'fine', 'miss', 'tough', 'shit', 'typical', 'mom']",youre late fine miss tough shit typical mom,-0.12777777777777774,0.6466666666666667, delay,,,0.0
2053,4323,Just destroying American credibility   Donald Trump cancelled Iran strikes with planes in the air ,,Fri Jun 21 22:36:24 +0000 2019,Texas,0.424,0.0,0.5760000000000001,-0.7964,"['destroying', 'american', 'credibility', 'donald', 'trump', 'cancelled', 'iran', 'strike', 'plane', 'air']",destroying american credibility donald trump cancelled iran strike plane air,-0.1,0.0, cancellation,31.8160381,-99.5120986,0.0
2054,4325,Leaving on a jet plane  United Airlines Ticket Counter in Indianapolis IN ,,Mon Jul 01 22:54:10 +0000 2019,Right about here on the map...,0.0,0.21899999999999997,0.7809999999999999,0.4215,"['leaving', 'jet', 'plane', 'ticket', 'counter', 'indianapolis']",leaving jet plane ticket counter indianapolis,0.0,0.0, ticketing_billing,,,0.0
2055,4328,Like they always say not all heroes wear capes   A United pilot paid for a stranded college students flight The ,,Tue Jun 18 23:31:15 +0000 2019,,0.11699999999999999,0.23,0.652,0.3814,"['like', 'always', 'say', 'hero', 'wear', 'cape', 'pilot', 'paid', 'stranded', 'college', 'student']",like always say hero wear cape pilot paid stranded college student,0.0,0.0, staff,,,0.0
