,text,tweet_coord,tweet_created,tweet_location
5872,  Really great to see United Airlines end its promotion of SeaWorld which cruelly uses marine animals for entertainment,,Fri Jul 26 22:54:16 +0000 2019,Costa Rica \ Massachusetts
5876,  Typical United airlines experience 6 hour delayed flight from Orlando to Ord today on flight 272 for mechanical issue,,Sat Jul 27 20:22:16 +0000 2019,
5877,  United Airlines apologizes after putting unaccompanied minor on wrong international flight ,,Wed Jul 03 20:35:13 +0000 2019,Cental Wisconsin
5879,  Spoiler Alert Its crazy that airlines made 34 of a BILLION dollars on baggage fees ,,Sat Jun 22 22:03:53 +0000 2019,"Boston, MA"
5880,  In 2018 American Airlines Delta amp United Airlines made 74 bil in profit They can afford to pay vendors enough for emp,,Mon Jun 24 21:47:37 +0000 2019,Zeppplin in low earth orbit.
5881,  United Airlines and  announce major partnership and investment using biometrics screening for efficiency and speeding,,Tue Jul 30 23:59:02 +0000 2019,"Las Vegas, NV."
5882,  Huge CustomerExperience FAIL here by  amp theyre telling quite a different story than  a close friend of,,Sat Jul 06 20:48:06 +0000 2019,Arizona
5883,      Weimar Airlines,,Sat Jun 22 20:02:15 +0000 2019,
5884,  Market Cap of the big four  Airlines Delta DAL 3895 billion Southwest LUV 2817 billion United UAL 23,,Sun Jul 14 22:17:25 +0000 2019,"Grand Rapids, MI 🔂 N Y C"
5886,  133  Did you know Marvin Bush was a director of Stratesec which was in charge of security of World Trade Center Un,,Sun Jul 14 23:22:39 +0000 2019,Brookhaven Ga
5887,  BREAKING  Airlines has stopped selling tickets to  due to animal cruelty concerns The airline has als,,Tue Jul 30 21:47:17 +0000 2019,
5931,  Boeing Slides After FAA Finds New 737 MAX Risk United Airlines Pull Flights    BA,,Thu Jun 27 07:47:02 +0000 2019,"New York, USA"
5933, Millions  and Adam  discuss FALL AND RISE THE STORY OF 911 which shares stories about pilots passen,,Wed Jul 10 21:42:27 +0000 2019,Boston
5934, PGCPS United Airlines Pilot Tennesse Garvey visits STAMP Camp at Rosa Parks   SummerSTAMPCamp PGCPSProud Tit,,Thu Jul 25 22:38:51 +0000 2019,
5935,   American and United MUST change 31 planes cockpit screens by November  ,,Mon Jul 22 21:32:30 +0000 2019,Sacramento area
5936,  TourismgtUnited Airlines and Southwest Airlines announced the extens  Travel ,,Fri Jun 28 22:12:38 +0000 2019,México
5937,  Search for cheap flights to India today by comparing thousands of deals on major airlines American United Delta Emirate,,Mon Jul 29 22:33:15 +0000 2019,Global
5938,  Dress codes travelers need to know before flying on major US airlines  ,,Thu Jul 11 21:40:37 +0000 2019,
5939,  United is expanding its flight connection app to even more airports  ,,Sun Jul 28 20:46:27 +0000 2019,
5941,  Like they always say not all heroes wear capes   A United pilot paid for a stranded college students flight There a,,Tue Jun 18 23:39:26 +0000 2019,"Connecticut, New England, USA"
5946, Minnie Do NOT book  airlines They are literally the worst and the most unprofessional and this is on several different,,Sun Jul 14 23:31:58 +0000 2019,"New York, USA"
5949, Unicorn Say hello to our new THU2019 Knight Megan Brain  Megan specializes in 3dimensional paper sculpture designs She has,,Wed Jun 19 21:37:58 +0000 2019,Portugal
5950,  5 ABS was accused of insider trading post 911 where many 911 hijackers handled their banking transactions ex Mohamm,,Mon Jul 08 21:38:31 +0000 2019,
5952,   1she post a fake news says Saudi and United Emirates are the reason of what happened in Sudan 2she post a picture,,Thu Jun 20 22:20:19 +0000 2019,
5953,  How do you put a price on the sacrifice of over 100000 Americans who gave their lives for our country in WWI USC is try,,Thu Jun 27 05:37:00 +0000 2019,
5954,  Media Advisory Detroit Airline Catering Workers Serving Delta American amp United Airlines to Hold Informational Picket at D,,Tue Jul 09 22:02:41 +0000 2019,NYC
5955,  United Airlines to extend Boeing 737 Max grounding through November ,,Fri Jul 12 23:29:57 +0000 2019,
5956,  A United Airlines pilot stepped up to help a stranded college student by paying for her flight back to school after her plane,,Mon Jun 17 22:07:41 +0000 2019,
5960,  These are the US airlines that offer amenity kits  ,,Sat Jul 06 19:24:55 +0000 2019,"Brooklyn, NY"
5961,   Airlines rolling in the dough  Poverty wages have got to go  Airline catering workers are fed up with jobs,,Fri Jun 21 23:19:34 +0000 2019,
5965,  HAPPENING NOW Airline catering workers who provide food amp beverage aboard commercial flights departing from OHare ,,Wed Jul 03 20:30:18 +0000 2019,Chicago
5969,  A United pilot paid for a stranded college students flight There are no words  via ,,Tue Jun 18 23:45:06 +0000 2019,"Marietta, GA"
5974,  United Airlines Adds More Gates at FastGrowing Dulles Hub ,,Wed Jun 26 22:54:47 +0000 2019,"Washington, DC"
5975,  We are VegasBorn onboard United Airlines   SpiderManFarFromHome  Fly the Friendly Skies to,,Sun Jun 30 23:00:00 +0000 2019,Los Angeles
5977,  Night action at 1830 thanks to winter LATAM B767316ER rolling to gate C4 American Airlines B777223ER being tow to g,,Tue Jun 25 22:31:40 +0000 2019,Worldwide
5978,  In 2017 Google asked 1000 teenagers to rank popular brands by how cool they were  Vice was ranked second to last lo,,Mon Jun 24 23:28:42 +0000 2019,England
6000,  Proud to lead the  delegation on our InvestCapeTown mission to boost travel amp trade for  Cape Town with productive,,Fri Jun 28 21:11:38 +0000 2019,Cape Town South Africa
6001,  United Airlines plans to bring biometric screening to hubs in Chicago Houston Newark ,,Mon Jul 29 22:22:00 +0000 2019,Washington DC
6003,  MAX XLR and NMA  addresses future fleet flexibility fundamentals   PaxEx AvGeek UAL ,,Thu Jul 18 20:53:06 +0000 2019,"Greater Seattle, Washington"
6006,  United Airlines wants WiFi to be free   PaxEx AvGeek UAL ,,Wed Jul 17 22:38:59 +0000 2019,Venezuela
6007,    For far too long in the aviation industry the United States has let trade violations go uncheckedand as a result,,Tue Jun 25 22:38:41 +0000 2019,United States
6008,  American Airlines 145 billion  Delta Airlines 371 billion  United Airlines 23 billion  Total 746 billion  De,,Sun Jun 30 22:52:56 +0000 2019,
6010,  Until 1970 United Airlines had men only flights serving steaks brandy and cigars,,Tue Jun 25 22:37:04 +0000 2019,RVA
6011,  United Airlines announced it has stopped selling tickets to SeaWorld The major American airline which is headquartere,,Fri Jul 26 21:11:49 +0000 2019,United States
6012,  Sooo  employee ran over my friends suitcase today and didnt give a fuck  United Airlines sucks more and more,,Thu Jul 18 23:22:50 +0000 2019,"San Antonio, Texas"
6013,  In honor of  s birthday Always remember to NEVER TRAVEL with this man anywhere  Dude literally got  1 stra,,Tue Jul 09 21:38:37 +0000 2019,North Carolina 
6014,  United Airlines Flies 787 Dreamliner With Allfemale Crew to Worlds Largest Airshow  WomeninA,,Tue Jul 30 21:01:23 +0000 2019,
6015,  American Airlines Delta and United made over 50 billion in combined profits in the past five years yet the people w,,Tue Jul 23 23:52:11 +0000 2019,"North Rhine-Westphalia, Germany"
6021,  While airlines rake in billions in profits food service workers for   and  struggle with pov,,Tue Jul 23 23:45:47 +0000 2019,東京都新宿区四谷1-4 四谷駅前ビル
6022,  United Airlines Flies 787 Dreamliner With Allfemale Crew to Worlds LargestAirshow  ,,Wed Jul 24 21:14:59 +0000 2019,"Mayagüez, Puerto Rico"
6023,  Breaking  Airlines has stopped selling tickets to    We applaud UnitedAirlines for taking this sta,,Thu Jul 25 23:36:21 +0000 2019,"Cleveland, OH USA"
6034,  United Airlines said the Boeing 737 MAX would stay off its flight schedule until Nov 3 Some analysts do not expect the 737 MA,,Fri Jul 12 22:27:24 +0000 2019,
6035,  United Airlines announced it has stopped selling tickets to SeaWorld Thomas Cook and Virgin plus about 6 other airlin,,Fri Jul 26 22:09:56 +0000 2019,Sunderland
6044, 24 Black men in the United States has had a stereotype of us not taking care of our kids for the longest For you to degrade Lebr,,Tue Jul 30 23:27:36 +0000 2019,"Los Angeles, CA"
6045,  Join us on Friday June 28 for  s Stonewall Day concert presented by  and hosted by  ,,Tue Jun 25 23:15:31 +0000 2019,"New York, USA"
6046,  QT Getting there is half the fun  News Headline United Airlines passengers discover their transAtlantic flight is crawl,,Wed Jun 19 21:47:21 +0000 2019,"San Diego, CA"
6047,  This thread is not great for Irelands tourist friendly image Accountability needed by these 2 Airlines  amp ,,Sun Jun 23 21:41:49 +0000 2019,"Pennsylvania, USA"
6048, CoaTD Today marks 30 years since the crash of the unflyable plane United Airlines Flight 232  111 people including one flight at,,Fri Jul 19 21:12:39 +0000 2019,
6049, LaJefa SO to United Airlines for telling me 5 minutes before my flight was scheduled to board that it was no longer delayed Unit,,Mon Jun 17 23:30:58 +0000 2019,"Virginia, USA"
6050, hozint BREAKING United Arab Emirates  Civil Aviation Authority instructed airlines to take necessary measures due to risks in the r,,Wed Jun 26 21:48:45 +0000 2019,
6051, jamimy Ive never been so disappointed with  airlines than I am today Just really applaud ,,Wed Jul 31 23:04:08 +0000 2019,
6052,  Great to see more airlines embracing sustainable aviation fuel  uses this much biofuel in one week at LAX 150x mor,,Mon Jul 22 19:52:48 +0000 2019,"Boston, MA"
6054,  Our flight  AA1834 to Newark is continuously delayed because of weather condition But east coast weather is c,,Tue Jul 30 21:07:16 +0000 2019,
6055, angel   Do all airlines such as  have an actual wheelchair closet on board Ive been told th,,Sun Jul 21 20:58:14 +0000 2019,Georgia
6059,  The best airlines ranked 1  2 Jet Blue 3 United  89 a hang glider   1098 Screw it Ill just,,Sun Jul 07 22:25:59 +0000 2019,||-//
6060, cwa Theres no reason airlines need to wait to implement 10 Hours Minimum Rest themselves but the industry has united in their me,,Wed Jul 17 23:04:31 +0000 2019,
6065,  Earlier this year lowcost carrier Allegiant expanded its route network from LA with flights to  amp it seems,,Mon Jun 17 21:14:26 +0000 2019,"Pittsburgh,PA"
6067,  From the Bay Area to the Bay State on multiple airlines this fall SFO  BOS for 237 on Alaska Delta United ht,,Mon Jul 15 22:02:50 +0000 2019,"Pittsburgh,PA"
6068,  San Francisco SFO to Miami MIA 257 nonstop on American and United for late summer travel ,,Mon Jun 17 21:14:28 +0000 2019,"Pittsburgh,PA"
6069,  United became the worlds largest by capacity flying 732 million available seat miles ASMs in the quarter  Delta bec,,Thu Jul 25 22:37:49 +0000 2019,"California, USA"
6070,  ICYMI The United Airlines system in 1980 flashbackfriday   G BNZ ,,Fri Jul 05 22:43:06 +0000 2019,Florida
6071,  United Airlines 747 Friend Ship Boeing 747422 N118UA Final 747 Flight Airliner Profile Art Print ,,Sat Jul 20 19:27:04 +0000 2019,NKRI
6072,  UnitedAirlines Boeing777 flight UA703 from Newark lands on runway 24R at LAX on June 30th 2019 Boeing 777222 Reg,,Sat Jul 06 23:07:07 +0000 2019,
6073,  UnitedAirlines Boeing787 flight UA751 from Newark lands on runway 24R at LAX on June 22nd 2019 Boeing 78710 Dre,,Sat Jun 29 22:57:28 +0000 2019,神奈川横浜
6075,   A380861 Reg A6EOM United for Wildlife Livery arrives and departs  on June 30th 2019  Wat,,Mon Jul 01 23:21:48 +0000 2019,Los Angeles 
6078,  VIDEO Boeing 747 Almost Crashes into San Francisco  United Airlines Flight 863 ,,Fri Jul 26 21:12:04 +0000 2019,Wherever The Wind Blows
6079,  ICYMI United Doubles Flights Between San Francisco And Hong Kong   ,,Sat Jul 06 21:44:48 +0000 2019,"Houston, Texas, United States"
6082,  ICYMI United Upgrades All NewarkLondon Flights To Polaris 767300 Product   ,,Sat Jul 27 21:31:30 +0000 2019,"Outremont, Québec"
6083,  PAS19 Embraer has unveiled its first order of the week with United Airlines under the Express subsidiary for up to 39 E1,,Mon Jun 17 22:29:11 +0000 2019,"Seattle, WA"
6084,  United Airlines will be upgrading all its five daily flights between Newark EWR and LondonHeathrow LHR to Boeing 767,,Fri Jul 26 22:59:39 +0000 2019,"Outremont, Québec"
6087,  United Airlines unveils nonstop college football routes ,,Thu Jun 20 22:50:21 +0000 2019,"ÜT: 33.521276,-86.814956"
6088,  United Airlines has got to be the worst Airline Ive ever witnessed first the plane was delayed 3 hours just for us to g,,Wed Jun 19 21:49:25 +0000 2019,
6090,  Do better  and all airlines   not all of us are vacationing we are taking c,,Sat Jul 20 23:57:25 +0000 2019,"Riverdale, Bronx"
6091,  United Airlines is serving one final indignity to Houston Its removing the word Continental from the name of its pa,,Fri Jun 28 23:02:55 +0000 2019,"Austin, Texas"
6097, christophi Marvellous news emerged on 25 July 2019 that United Airlines had severed all ties with SeaWorld This move follows hot,,Wed Jul 31 22:48:22 +0000 2019,"Massachusetts, USA"
6103,  First it was  that eliminated special fees for flying with your bike and now  has followed suit effecti,,Wed Jul 17 23:02:44 +0000 2019,"Santa Cruz, CA"
6112, taxxer I propose a 21 GFY salute for this fallen hero  Take an extra moment today to tell yankees incompetent trainees and Uni,,Thu Jul 25 23:14:34 +0000 2019,"Sacramento, California"
6117,  In days of ultra fast communication the Guitar Breaking Airlines  needs 1021 business days to res,,Fri Jul 05 21:43:17 +0000 2019,Bhubaneswar
6118,   Spiderman Swag  ,,Thu Jun 20 21:47:27 +0000 2019,"Akron, OH ✈️✈️"
6119,  The Boeing737max will never regain acceptance This is the end of Boeings civilian airliner business It might take,,Wed Jul 17 22:40:19 +0000 2019,
6120,  It makes me very uncomfortable that United Airlines puts as classics movies that I saw in the theaters By definition,,Tue Jun 25 21:20:14 +0000 2019,Mexico
6121,  United Airlines extends Boeing 737 MAX cancellations to early November  ,,Fri Jul 12 22:17:34 +0000 2019,"Walsall, UK"
6123, ual  Best Q2 pretax earnings in company history Incredibly proud of all 95000 coworkers who made thi,,Wed Jul 17 21:24:11 +0000 2019,"Beaverton, OR"
6124, ylee uchebee     Maybe the airline instead should focus on providing more ro,,Tue Jul 02 23:45:40 +0000 2019,
6125,  American Airlines and United both average around 30 inches ,,Fri Jul 26 22:04:35 +0000 2019,
6126,  Booking a trip on United miles Heres how to add an extra flight onto your next international trip for next to nothin,,Fri Jul 19 23:06:19 +0000 2019,"Udhampur, Jammu And Kashmir"
6128,  IF THIS ISNT A REASON TO CELEBRATE I DONT KNOW WHAT IS   ,,Thu Jul 25 23:13:10 +0000 2019,"Westerville, OH"
6129,  Never flying  airlines again This is ridiculous Absolutely ridiculous Yall are ridiculous Period,,Fri Jul 26 23:41:53 +0000 2019,
6130,  You see an antinfested plane the airline sees a Public Relations problem Reminds me of my problems with that dear airline,,Tue Jul 02 22:03:52 +0000 2019,"Vancouver, WA"
6131,  Sweetener Tour  Boxscore  United Center  Chicago Attendance 2894128941 100 Gross 3468667 2 shows   America,,Tue Jul 23 20:53:00 +0000 2019,
6136,  A company is aiming to use fingerprint or iris scans to offer travelers a quicker route through airport security at OH,,Mon Jul 29 22:22:36 +0000 2019,"Chicago, IL"
6143,  An antiflying movement in Sweden known as flygskam or flight shame has drawn the aviation industrys attention Bu,,Mon Jun 17 22:49:11 +0000 2019,
6146,  OHare International Airport and United Airlines both slipped over the past year when it comes to ensuring flights arri,,Wed Jun 26 23:34:34 +0000 2019,"Washington, DC/Baltimore, MD"
6149,  Tip Always pick the stroopwafels ,,Mon Jul 01 21:56:36 +0000 2019,
6150,  United Airlines and Southwest Airlines have extended flight cancellations related to the global grounding of Boeing 737,,Sat Jun 29 23:35:05 +0000 2019,
6151,  Why does United Airlines  hate YYC After weather delay IAH gave our plane to other flight,,Fri Jun 28 23:30:30 +0000 2019,"London, UK"
6152, online More than 700 workers who clean United Airlines airplane cabins and lavatories at Newark Liberty International Airport in N,,Wed Jul 31 22:03:10 +0000 2019,USA
6153,  Trump to meet with CEOs of airlines  American Airlines United Airlines JetBlue FedEx Atlas Air and Qatar to discuss,,Thu Jul 18 22:35:34 +0000 2019,
6155,  United Airlines has suspended one of its flights and other airlines are rerouting planes to avoid the Gulf of Oman after Iran,,Sun Jul 07 23:20:42 +0000 2019,"San Diego, CA"
6163,  United is buying used planes to add capacity as the 737 Max remains grounded  ,,Wed Jul 17 21:36:27 +0000 2019,"INDIA,KERALA,KOLLAM.UAE"
6164,  United airlines outperformed Amazon over the past decade Never would have guessed that United execs probably love to brag abo,,Tue Jul 30 21:50:25 +0000 2019,
6165, dan     wow just awful service all around Claims are filed and I have no hope you will make thi,,Sat Jun 22 22:46:31 +0000 2019,
6167,  Wouldnt a better way  to market your airlines be to talk about customer service  safety experience and flight availab,,Fri Jun 28 21:56:42 +0000 2019,
6168, szn I cant wait to never fly  ever again Canceled our flight FOR NO REASON other people are still flying to Nashville,,Thu Jul 11 22:53:26 +0000 2019,
6169, main BREAKING United Airlines flight out of Denver International Airport bound for Redmond has squawked 7700 signalling an emerg,,Mon Jul 08 21:52:33 +0000 2019,"Bridgeport, PA - campaign HQ"
6170,   I would recommend everyone fly  or   American Airlines is extremely unprofessional Their r,,Fri Jul 19 23:59:25 +0000 2019,
6171,  Watch Bruce Bergwall and our very own Gregg Greenberg on CSuite TV from the sky with  Airline ,,Wed Jun 19 21:11:00 +0000 2019,"Tucson, AZ"
6172,   United Airlines offering nonbinary gender options throughout all booking channels  News  ,,Sun Jul 28 21:13:31 +0000 2019,
6173,  Before the flight a passenger alerted the staff that she had found several ants scattered around her but the plane took,,Mon Jun 17 21:44:49 +0000 2019,
6174,  People at Newark need help UNITED AIRLINES TREAT ALL THEIR COSTUMERS LIKE GARBAGE No consideration Send more people to wor,,Thu Jul 18 23:23:00 +0000 2019,"San Antonio, Texas"
6175,   In 2006 I warned Field not to see the FAAappointed shrink in LA based on what happened to me at United Airlines,,Sun Jul 28 23:12:37 +0000 2019,
6176, 68 Proud of this girl Just landed  of course on United Airlines to speak in front of 25000 young adults in MSP Sunday Night Y,,Sat Jul 13 23:05:23 +0000 2019,"Virginia, USA"
6177,  JUST IN More layoffs coming at DIA after United Airlines picks new cargo handler ,,Tue Jul 23 20:43:02 +0000 2019,"Denver, CO"
6178,  JUST IN United Airlines vendor loses contract at DIA tells state that 439 jobs will be terminated some of which will be,,Tue Jul 16 23:59:09 +0000 2019,
6179,  More layoffs coming at DIA after United Airlines picks new cargo handler ,,Tue Jul 23 22:38:28 +0000 2019,"Denver, CO"
6180,  United Airlines apologized to Anton Bergs family after a representative escorted the teen to the wrong gate for a plane headed t,,Wed Jul 03 23:36:00 +0000 2019,Somewhere on Planet Earth
6181,  United Airlines halts some flights to avoid Iran after drone attack  Iran  The Guardian ,,Fri Jun 21 22:28:02 +0000 2019,i choose Red States
6183,  United Airlines announces new Senior VP of Digital Technology  ,,Tue Jul 30 20:53:38 +0000 2019,worldwide
6184,  United Airlines flies 787 Dreamliner with allfemale crew to worlds largest airshow ,,Wed Jul 24 23:17:06 +0000 2019,worldwide
6185, russell LATEST American Airlines Loses Worlds Largest Airline Title to Delta and United ,,Thu Jul 25 23:06:38 +0000 2019,Seattle Wa.
6186, russell United is expanding its premium 767 network to Switzerland paxex ,,Thu Jul 18 22:15:16 +0000 2019,"Redmond, OR"
6187, russell United is out of space at Airport at least in the evenings adding two more gates to its roster for new flights ,,Wed Jun 26 23:38:16 +0000 2019,"Centre County, Pennsylvania"
6188, russell United took Americans title as the worlds largest airline by capacity in the second quarter  ,,Thu Jul 25 23:34:59 +0000 2019,"Greater Seattle, Washington"
6189,  Fucking  my flight is delayed almost 3 hours which is causing me to miss my connecting flight home and the custo,,Wed Jul 31 22:27:30 +0000 2019,"Chicago, IL"
6193,  NEWS   and  sign contract for up to 39 E175 at the  Learn more  PAS,,Tue Jun 18 21:55:29 +0000 2019,Brasília DF 
6195,  Yo  Airlines You are TRASH You cancelled my boys flight TWICE and refused a refund both times Make this rig,,Mon Jul 22 23:52:21 +0000 2019,
6196,  Never flying with  Airlines ever again UnitedAirlinesSucks,,Thu Jul 18 23:24:47 +0000 2019,"San Antonio, Texas"
6197,     Airlines have BEEN cancelled Where have you been Lmaooo United is cancelled so is spirit,,Mon Jul 01 23:09:26 +0000 2019,"London, UK"
6198,  United Airlines To Use Biometric Security Clearance For Speeding Things Up ,,Mon Jul 29 22:23:47 +0000 2019,South Africa
6203,  United Airlines buys stake in biometric screening firm Clear ,,Mon Jul 29 22:23:45 +0000 2019,South Africa
6208,  United hopes to make wifi free faster ,,Sat Jul 20 21:22:02 +0000 2019,"Johannesburg, South Africa"
6216,  United Airlines joins the list of corporations and groups withdrawing support for SeaWorld MondayMotivation ,,Sun Jul 28 22:11:36 +0000 2019,
6217,  A United pilot paid for a stranded college students flight There are no words ,,Mon Jun 17 22:23:34 +0000 2019,
6218,  I love being a part of the dissident LGBT anticapitalist revolution sponsored by ExxonMobil ATampT IBM Nasdaq United A,,Sun Jun 30 22:36:15 +0000 2019,左
6236,  I love being a part of the dissident LGBT anticapitalist revolution sponsored by ExxonMobil ATampT IBM Nasdaq United,,Wed Jul 10 22:57:28 +0000 2019,"Smolensk, Russia"
6238,  As   amp  Airlines enjoy record profits its time airline catering workers enjoy a share of the succ,,Wed Jul 10 22:58:37 +0000 2019,
6240,  This is scary Anyone got a plan for what will happen to the refugees after this war Iran is four times the size of Iraq,,Fri Jun 21 22:35:39 +0000 2019,
6242,  When it comes to buying tickets to the next Fight Night I guess I have to take Disney under consideration   United Airlines,,Mon Jul 22 23:33:12 +0000 2019,"Irving, TX / Los Angeles, CA"
6243,   Airlines  757300 N74856 landing at  International Airport in July 2015 avgeek planespotting h,,Mon Jul 22 20:16:31 +0000 2019,Worldwide
6245,  How would you spend three perfect days in Louisville   airlines  films local hosts to show you h,,Wed Jul 10 23:28:07 +0000 2019,Louisville ✈️ Chicago 
6247,  Trump gave initial approval for Iran strikes in response to drone attack  ,,Tue Jul 09 19:41:36 +0000 2019,"England, United Kingdom"
6248, tai United Airlines extends 737 Max cancellations until Nov 3 ,,Sat Jul 13 23:02:46 +0000 2019,"Melaka, Malaysia"
6249, atmlb Rockies broadcaster Jerry Schemmel thankful for every day on earth He survived the 1989 crash of United Airlines Flig,,Fri Jul 12 23:01:07 +0000 2019,the over priced part of aurora
6261,  I suspect the lemony cloth hasnt quite been our Excalibur  Is this gal English by any chance  Ha ha  ,,Tue Jun 18 23:22:17 +0000 2019,EVERY BLADE OF GRASS
6262,  Advertising thrives on both the superliminal United Airliness safety video was a Far From Home ad when I flew to Zuric,,Thu Jul 11 19:57:26 +0000 2019,Canada
6264, club VEGANS WILL NEVER CHANGE ANYTHING  ISSUE 836  United Airlines has stopped selling tickets to SeaWorld due to animal,,Sun Jul 28 19:12:04 +0000 2019,
6280,  Banned from United Airlines for life but at least I gave this queen the promo she deserves lt3 ,,Tue Jul 23 23:08:04 +0000 2019,
6281,  Cant believe this wasnt United Airlines Airline Apologizes After Tweeting About Which Seats You ,,Sun Jul 21 19:50:02 +0000 2019,Tokyo
6282, EN BREAKING United Airlines says it will suspend flights from New Jersey to Mumbai as precaution over Iran tensions  ,,Sat Jun 22 19:27:02 +0000 2019,HINDU Rashtra
6283,    Three weeks ago I took a United Airlines flight from Laredo to Houston 10 illegals boarded the pla,,Wed Jul 31 23:05:50 +0000 2019,Maryland
6297,   I just took a United Airlines flight from Laredo to Houston 10 illegals boarded the plane I spoke to one of,,Thu Jul 11 22:56:29 +0000 2019,"Blue Hill, Nebr"
6312,  Your turn  ,,Fri Jul 19 20:14:17 +0000 2019,Mill Valley CA
6313,  Thank you  Seaworld is nothing but pure animal cruelty Emptythethanks Blackfish vegan United Airlines Jus,,Wed Jul 31 23:20:18 +0000 2019,Australia
6314,  Dear President Trump  Please note that Twitter will not allow me to post the factual events of what happen,,Mon Jul 22 20:19:39 +0000 2019,
6315,  When my father William Henry Brainerd was my age today he was United Airlines Captain of the B727 responsible for all,,Sun Jul 14 19:50:35 +0000 2019,
6318,  Southwest Airlines American Airlines e United Airlines hanno esteso il loro divieto duso dei  Boeing 737 Max ,,Thu Jun 27 07:56:57 +0000 2019,Italy
6322,  5 Boeing The Federal Aviation Administration FAA said it has identified a new potential risk on Boeing737Max during simu,,Thu Jun 27 06:46:41 +0000 2019,Earth
6324,  1she post a fake news says Saudi and United Emirates are the reason of what happened in Sudan 2she post a picture with captai,,Tue Jun 18 22:13:43 +0000 2019,804 💔
6330, policy The United States on Tuesday warned companies against dealing with Iranian airlines alleging that many of them support I,,Wed Jul 24 21:41:31 +0000 2019,
6336,  United Airlines plans to bring biometric screening to hubs in Chicago Houston Newark  I just watched  CEO ,,Mon Jul 29 21:55:44 +0000 2019,"#DigitalFayetteville, Arkansas"
6338,  Why dont airlines offer free WiFi Buy a cup of coffee and have WiFi all day in a calm environment Pay hundreds for a,,Thu Jun 20 21:22:23 +0000 2019,
6339, ventre United Airlines Cuts Ties with SeaWorld  via ,,Wed Jul 31 23:16:10 +0000 2019,Naarm (Melbourne)
6341,  Mike Pences office leaks secret meeting  CEOs from United American Airlines Delta met with Trump along with other WH of,,Wed Jul 31 22:20:01 +0000 2019,Below Yosemite California
6342,  American and United Airlines CEOs Just Met With President Trump at the White House Heres Why They Were Shocked By,,Sat Jul 20 21:55:36 +0000 2019,"Ohio, USA"
6343, beach Does  have a policy regarding delayedcancelled flight compensation  A lot of airlines have it on their website,,Sun Jul 07 23:07:16 +0000 2019,
6344,  Ouch SeaWorld losing these major endorsements will hurt big You are the next Barnum and Bailey Circus to go under Uni,,Sat Jul 27 19:56:03 +0000 2019,
6365,  United Airlines Grounds SeaWorld Ticket Sales  PETA ,,Sat Jul 27 20:43:34 +0000 2019,
6366,  I  this story well done to all involved Social is coming to SFO in 2 weeks United Airlines Twitter Team Saves,,Wed Jul 17 21:24:22 +0000 2019,"Beaverton, OR"
6367,  Hey Boeing 737NG fans  is adding 19 preowned 700s with the first coming in Dec airlines UAL BA Boeing,,Tue Jul 16 22:58:18 +0000 2019,
6368,   That same day 13 colonists came together and formed United Airlines,,Fri Jul 05 22:22:13 +0000 2019,"Morristown, New Jersey"
6369,  Just wondering  has anyone used  twitter support and actually been helped  i think they are primarily for marketing p,,Thu Jul 18 22:29:38 +0000 2019,"ÜT: 39.030462,-77.400931"
6370, lal United Airlines and Vistara Establish Codeshare Agreement  Agreement enables United customers to travel seamlessly to more,,Tue Jun 18 23:49:29 +0000 2019,दिल्ली सल्तनत
6371,  bro united airlines advertises the FUCK out of their uNiTeD wIFi just to say you have to pay 1799 an hour bro they,,Wed Jul 31 22:54:53 +0000 2019,"Compton, CA"
6372,  With the Scholarship Tower ribboncutting a little over a month away and football season just around the corner yesterday,,Fri Jul 26 22:07:46 +0000 2019,"Los Angeles, CA"
6380,  Today marks my 23rd year of permanent employment at  Airlines A lot has happened in 23 years and it just keeps getti,,Wed Jul 17 21:57:00 +0000 2019,"Anchorage, AK ✈"
6381,  Two of the major US airlines that fly Boeing Cos grounded 737 Max have taken the plane off their schedules until early Nov,,Sun Jul 14 21:20:19 +0000 2019,
6396,  I dont know about you but I find it offensive for many companies around the country showing their unabashed support of,,Fri Jun 21 23:58:54 +0000 2019,"Lake San Marcos, CA"
6439,  United Airlines Inducted as Stonewall Ambassador in Recognition of Ongoing Commitment to LGBTQ Community news lgbt At,,Fri Jun 28 21:34:17 +0000 2019,UK
6441,  Hey Travel when will you follow s lead and cut ties with SeaWorld SeaWorldKills  ,,Thu Jul 25 23:37:37 +0000 2019,
6443,  I thought American was bad but heres my day today thanks to  airlines Family vacation to St Thomas was dera,,Sat Jul 13 21:19:23 +0000 2019,Houston/ New Orleans
6444,   takes a complicated path to new revenues  reports on discussions after second quarter earnings ,,Wed Jul 17 22:22:10 +0000 2019,New York City
6445, invain 21 September 2019 Crossroads Festival Location America Airlines Center Dallas TX United States Texas US  Band Lineu,,Tue Jul 23 22:10:37 +0000 2019,La única gente que me interesa es la que está loca... Jack Kerouac es mi Álter Ego. Ambos heterosexuales. Cada quién sus gustos. Respeten.
6446,  Whos watching democratic debates rite now These MFs all walked into Jos A Bank wthe same Groupon amp bought the the United,,Thu Jun 27 06:09:57 +0000 2019,ǝʌɐ uooɯʎǝuoɥ
6447,  The fact that United Airlines an airline that allows military members to have free bags while traveling did not allow m,,Tue Jul 02 22:45:25 +0000 2019,
6448,  Did you know that seven airlines fly to the USA direct from   Discover America with  ,,Thu Jul 04 19:50:03 +0000 2019,wakefield westyorkshire
